,message,bct
1954,"""Don't delay, take the necessary steps and schedule a health check-up appointment.""",4.1
1955,"""Scheduling a health check-up appointment shows that you care about your well-being.""",4.1
1956,"""Take control of your health journey by scheduling a health check-up appointment.""",4.1
1957,"""Don't put off your health any longer, schedule a health check-up appointment now.""",4.1
1958,"""By scheduling a health check-up appointment, you are taking charge of your health.""",4.1
1959,"""Make a commitment to your well-being by scheduling a health check-up appointment.""",4.1
1960,"""Scheduling a health check-up appointment is a proactive step towards a healthier lifestyle.""",4.1
1961,"""Don't underestimate the importance of scheduling a health check-up appointment.""",4.1
1962,"""Take the first step towards better health by scheduling a health check-up appointment.""",4.1
1963,"""Scheduling a health check-up appointment is a small action that can have a big impact on your overall health.""",4.1
1964,"""Prioritize your health by scheduling a health check-up appointment.""",4.1
1965,"""Don't wait for symptoms to appear, schedule a health check-up appointment as a preventive measure.""",4.1
1966,"""By scheduling a health check-up appointment, you are investing in your future health.""",4.1
1967,"""Make your health a priority by scheduling a health check-up appointment.""",4.1
1968,"""Don't delay, take control of your health and schedule a health check-up appointment.""",4.1
1969,"""Scheduling a health check-up appointment shows that you value your well-being.""",4.1
1970,"""Take charge of your health by scheduling a health check-up appointment.""",4.1
1971,"""Don't put off your health, schedule a health check-up appointment now.""",4.1
1972,"""By scheduling a health check-up appointment, you are taking responsibility for your health.""",4.1
1973,"""Make a commitment to your well-being by scheduling a health check-up appointment.""",4.1
1974,"""Scheduling a health check-up appointment is a proactive step towards a healthier you.""",4.1
1975,"""Don't underestimate the importance of scheduling a health check-up appointment.""",4.1
1976,"""Take the initiative and schedule a health check-up appointment for a healthier future.""",4.1
1977,"""Scheduling a health check-up appointment is a small action that can have a big impact on your overall well-being.""",4.1
